0.000000000000000000e+00,0.000000000000000000e+00,6.881643201311911096e-01
9.702627423415302946e-03,3.672777227987622604e-03,3.618656238595763797e-01
1.940525484683060589e-02,7.345554455975246075e-03,3.618656238595763797e-01
2.910788227024590710e-02,1.101833168396286824e-02,3.618656238595764907e-01
3.881050969366120484e-02,1.469110891195049041e-02,3.618656238595762686e-01
4.851313711707651993e-02,1.836388613993811605e-02,3.618656238595764907e-01
5.821576454049182114e-02,2.203666336792573996e-02,3.618656238595765462e-01
6.791839196390711542e-02,2.570944059591335693e-02,3.618656238595762686e-01
7.762101938732242357e-02,2.938221782390097736e-02,3.618656238595763242e-01
8.732364681073773172e-02,3.305499505188860820e-02,3.618656238595766572e-01
9.702627423415302599e-02,3.672777227987622517e-02,3.618656238595763242e-01
1.067289016575683341e-01,4.040054950786385601e-02,3.618656238595762131e-01
1.164315290809836284e-01,4.407332673585147298e-02,3.618656238595768238e-01
1.261341565043989643e-01,4.774610396383910382e-02,3.618656238595763242e-01
1.358367839278142308e-01,5.141888119182671385e-02,3.618656238595762131e-01
1.455394113512295529e-01,5.509165841981433775e-02,3.618656238595764907e-01
1.552420387746448471e-01,5.876443564780196166e-02,3.618656238595762131e-01
1.649446661980601414e-01,6.243721287578958556e-02,3.618656238595768238e-01
1.746472936214754634e-01,6.610999010377721641e-02,3.618656238595764907e-01
1.843499210448907577e-01,6.978276733176483337e-02,3.618656238595762131e-01
1.940525484683060520e-01,7.345554455975246422e-02,3.618656238595764907e-01
2.037551758917213740e-01,7.712832178774006731e-02,3.618656238595762131e-01
2.134578033151366683e-01,8.080109901572771203e-02,3.618656238595762131e-01
2.231604307385519625e-01,8.447387624371532899e-02,3.618656238595774344e-01
2.328630581619672291e-01,8.814665347170294596e-02,3.618656238595762131e-01
2.425656855853825511e-01,9.181943069969056292e-02,3.618656238595762131e-01
2.522683130087978731e-01,9.549220792767819377e-02,3.618656238595764907e-01
2.619709404322131951e-01,9.916498515566582461e-02,3.618656238595764907e-01
2.716735678556284617e-01,1.028377623836534416e-01,3.618656238595758801e-01
2.813761952790437837e-01,1.065105396116410585e-01,3.618656238595764907e-01
2.910788227024591057e-01,1.101833168396286894e-01,3.618656238595764907e-01
3.007814501258744277e-01,1.138560940676162925e-01,3.618656238595758801e-01
3.104840775492896943e-01,1.175288712956039233e-01,3.618656238595764907e-01
3.201867049727050718e-01,1.212016485235915680e-01,3.618656238595764907e-01
3.298893323961202828e-01,1.248744257515791711e-01,3.618656238595771568e-01
3.395919598195356048e-01,1.285472029795667881e-01,3.618656238595752694e-01
3.492945872429509269e-01,1.322199802075544606e-01,3.618656238595777674e-01
3.589972146663662489e-01,1.358927574355420220e-01,3.618656238595746588e-01
3.686998420897815154e-01,1.395655346635296667e-01,3.618656238595777674e-01
3.784024695131967819e-01,1.432383118915172837e-01,3.618656238595752694e-01
3.881050969366121040e-01,1.469110891195049284e-01,3.618656238595777674e-01
3.978077243600274260e-01,1.505838663474925454e-01,3.618656238595746588e-01
4.075103517834427480e-01,1.542566435754801624e-01,3.618656238595777674e-01
4.172129792068581255e-01,1.579294208034678071e-01,3.618656238595752694e-01
4.269156066302733366e-01,1.616021980314554241e-01,3.618656238595771568e-01
4.366182340536886031e-01,1.652749752594430133e-01,3.618656238595771568e-01
4.463208614771039251e-01,1.689477524874306857e-01,3.618656238595777674e-01
4.560234889005192471e-01,1.726205297154183027e-01,3.618656238595771568e-01
4.657261163239345692e-01,1.762933069434058919e-01,3.618656238595752694e-01
4.754287437473497802e-01,1.799660841713935366e-01,3.618656238595752694e-01
4.851313711707651022e-01,1.836388613993811258e-01,3.618656238595771568e-01
4.948339985941804242e-01,1.873116386273687706e-01,3.618656238595758246e-01
5.045366260175957462e-01,1.909844158553563875e-01,3.618656238595771568e-01
5.142392534410111793e-01,1.946571930833440045e-01,3.618656238595752694e-01
5.239418808644262793e-01,1.983299703113316492e-01,3.618656238595777674e-01
5.336445082878417123e-01,2.020027475393192939e-01,3.618656238595752694e-01
5.433471357112570344e-01,2.056755247673068554e-01,3.618656238595765462e-01
5.530497631346723564e-01,2.093483019952945279e-01,3.618656238595739372e-01
5.627523905580875674e-01,2.130210792232821171e-01,3.618656238595790442e-01
5.724550179815028894e-01,2.166938564512697341e-01,3.618656238595752694e-01
5.821576454049181004e-01,2.203666336792573788e-01,3.618656238595777674e-01
5.918602728283333114e-01,2.240394109072449957e-01,3.618656238595790442e-01
6.015629002517487445e-01,2.277121881352325850e-01,3.618656238595727159e-01
6.112655276751640665e-01,2.313849653632202574e-01,3.618656238595802654e-01
6.209681550985792775e-01,2.350577425912078744e-01,3.618656238595727159e-01
6.306707825219947106e-01,2.387305198191954636e-01,3.618656238595790442e-01
6.403734099454100326e-01,2.424032970471831083e-01,3.618656238595739372e-01
6.500760373688251326e-01,2.460760742751707253e-01,3.618656238595790442e-01
6.597786647922405656e-01,2.497488515031583423e-01,3.618656238595752694e-01
6.694812922156558876e-01,2.534216287311459870e-01,3.618656238595777674e-01
6.791839196390712097e-01,2.570944059591335762e-01,3.618656238595727159e-01
6.888865470624865317e-01,2.607671831871212209e-01,3.618656238595815422e-01
6.985891744859018537e-01,2.644399604151088656e-01,3.618656238595739372e-01
7.082918019093170647e-01,2.681127376430964548e-01,3.618656238595765462e-01
7.179944293327324978e-01,2.717855148710840441e-01,3.618656238595727159e-01
7.276970567561478198e-01,2.754582920990716333e-01,3.618656238595777674e-01
7.373996841795629198e-01,2.791310693270593335e-01,3.618656238595777674e-01
7.471023116029781308e-01,2.828038465550469227e-01,3.618656238595765462e-01
7.568049390263936749e-01,2.864766237830345674e-01,3.618656238595739372e-01
7.665075664498087749e-01,2.901494010110222121e-01,3.618656238595815422e-01
7.762101938732244300e-01,2.938221782390099124e-01,3.618656238595739372e-01
7.859128212966394189e-01,2.974949554669974461e-01,3.618656238595765462e-01
7.956154487200548520e-01,3.011677326949850353e-01,3.618656238595727159e-01
8.053180761434702850e-01,3.048405099229726800e-01,3.618656238595777674e-01
8.150207035668854960e-01,3.085132871509603247e-01,3.618656238595777674e-01
8.247233309903008180e-01,3.121860643789479695e-01,3.618656238595765462e-01
8.344259584137162511e-01,3.158588416069355587e-01,3.618656238595739372e-01
8.441285858371312401e-01,3.195316188349232034e-01,3.618656238595815422e-01
8.538312132605466731e-01,3.232043960629107371e-01,3.618656238595727159e-01
8.635338406839619951e-01,3.268771732908983818e-01,3.618656238595777674e-01
8.732364681073772061e-01,3.305499505188860820e-01,3.618656238595765462e-01
8.829390955307926392e-01,3.342227277468736713e-01,3.618656238595777674e-01
8.926417229542078502e-01,3.378955049748612605e-01,3.618656238595777674e-01
9.023443503776231722e-01,3.415682822028488497e-01,3.618656238595727159e-01
9.120469778010383832e-01,3.452410594308366054e-01,3.618656238595815422e-01
9.217496052244538163e-01,3.489138366588241946e-01,3.618656238595739372e-01
9.314522326478689163e-01,3.525866138868117283e-01,3.618656238595765462e-01
9.411548600712845714e-01,3.562593911147994841e-01,3.618656238595739372e-01
9.508574874946996713e-01,3.599321683427870733e-01,3.618656238595765462e-01
9.605601149181148823e-01,3.636049455707746625e-01,3.618656238595777674e-01
9.702627423415300933e-01,3.672777227987622517e-01,3.618656238595765462e-01
9.799653697649455264e-01,3.709505000267498409e-01,3.618656238595727159e-01
9.896679971883609594e-01,3.746232772547375411e-01,3.618656238595789332e-01
9.993706246117763925e-01,3.782960544827251304e-01,3.618656238595777674e-01
1.009073252035191270e+00,3.819688317107127751e-01,3.618656238595765462e-01
1.018775879458606815e+00,3.856416089387003088e-01,3.618656238595727159e-01
1.028478506882022137e+00,3.893143861666880090e-01,3.618656238595777674e-01
